王国大富翁的专属道具说明	"1.倍数卡: 5/10/20/50倍卡，在触发事件时，可以使用道具获得对应倍数的收益 2.营救卡:可以消耗道具求救，此时其他玩家进行营救不消耗道具，也可以在拜访其他玩家的王国时，主动消耗营救卡进行营救 3.老鼠夹，可以防御1次其他玩家的窃宝事件，成功防御后可获得奖励，打开开关后，默认使用 4.铁锹:可以在占领被老鼠夹防御时，主动使用，使用后必定成功占领 5.彩虹骰子:可以切换骰子使用，使用时摇到的点数乘2倍"
联盟金币介绍	通过参与联盟中的各个设施可获得联盟金币，可用与部分设施消耗或者联盟商店购物物品。																
名望值介绍	通过参与联盟中的各个设施可获得名望值，代表该成员的活跃程度，周名望会本周清空，退出联盟也会清空，个人总名望永久保留。																
联盟总资金介绍	通过参与联盟中的各个设施可获得联盟资金。																
联盟名望介绍	成员在获得个人名望值的时候联盟会自动获得联盟名望值。																
联盟等级介绍	联盟对应等级可以给联盟中的所有领主增加战斗属性，同时领主还能领取一次性的联盟等级奖励。联盟等级需要通过联盟名望累计来升级。提升联盟等级，还能有解锁更多的联盟设施、增加成员上限、联盟商店的商品更好等好处。																
联盟战力介绍	联盟中的所有成员的战斗力之和，总战力信息更新有一定的延时。																
弹劾操作介绍	盟主超过一定时间不上线，信息主页会出现弹劾按钮，届时任何成员都能发起对盟主的弹劾。																
联盟管理	盟主或副盟主可在联盟信息页面中管理联盟的头像、加入条件、宣言设置等。																
瑞出联盟说明	退出后会有一定的申请或加入联盟的时间冷却，且联盟中的加成和福利等暂时无法享受。																
联盟对决玩法说明	"联盟对决是一种联盟之间的较量且带有段位排名的玩法模式。联盟对决每周有3轮比赛，每轮都需要单独报名和对决。每周一、三、五是报名日，届时盟主和副盟主可到对应的报名日历表上进行报名，报名需要达成一定的条件和消耗一定的联盟资金。报名成功的次日是战斗日，战斗日的晚上20:00之前，所有成员可到战场中布置营地，只有成功布置营地的成员才视为参与该次联盟对决。布置营地的成员，可在战斗日的20:00至21:00期间，进入战场选择敌方营地进行挑战。不同难度挑战(无论胜负 )皆可获得挑战奖励，挑战胜利，可额外获得星星和个人战绩。在战斗日的21:00结算的时候，会根据双方联盟的星星数量判断胜负，胜利可获得一定的段位积分，可用于提升联盟段位，失败则会扣除一定的段位积分。结算后，参与成员可获得一份段位奖励。在挑战敌方营地的时候，挑战难度越高、敌方战力比自己的战力越高，战胜后获得的个人战绩也越多，个人战绩在自己的联盟中进行一个战绩排名，对应排名可得到对应的个人奖励。盟主参与比赛可额外获得一份盟主专属奖励。报名后进入联盟的成员无法参与当次比赛。双方星星数量持平，则联盟总战斗力高的一方获胜。"
联盟建设说明	每日可开始联盟建设，完成后可获得对应奖励。品质越高的建设任务获得的奖励越好。																
联盟段位介绍	共有青铜、白银、黄金、铂金、钻石、王者6个大段位，其中除了王者段位，其余大段位中有5个小段位，每100积分晋升一次。联盟大比中获胜方可获得积分，且每1个星星差额额外+1积分 (上限+50)连胜有额外积分奖励。联盟大比中战败方扣除一定积分，积分为负则会掉落段位。																
军职的设置及作用	"联盟的盟主可设置成员的军职，拥有军职的成员，营地会变成对应档位的建筑。每个军职人数有上限。军职共3种，将军、勇士和精英。在联盟大战中，无军职的成员可以挑战他人营地3次；拥有将军军职的成员可以挑战他人营地6次；拥有勇士军职的成员可以挑战他人营地5次；拥有精英军职的成员可以挑战他人营地4次。当挑战将军营地且攻打成功时，可获得4倍的星星；当挑战勇士营地且攻打成功时，可获得3倍的星星；当挑战精英营地且攻打成功时，可获得2倍的星星；当挑战普通成员营地且攻打成功时，可获得1倍的星星。"
冲榜活动介绍	冲榜活动是每周更新重置的活动，完成对应的任务可以获得相应奖励，另外结算时已上榜的玩家可以获得名次对应的奖励。																
幻境试炼介绍	幻境试炼是一个限时轮换的通关玩法，周期为2天，每次有3关，以王国为每期的目的地。每关分成5个左右的区域。在幻境中，玩家可获得幻境宝箱，在完成旅程后可以领取。幻境试炼旅程结束时，可获得一定数量的幻境石，用于抽奖或者幻境商店购物。																
“精英勇者武器”（游戏装备）的说明	一件做工优良的武器，是精英级别的坦克、战士潮灵装备																
“精英勇者手套”（游戏装备）的说明	一件做工优良的手套，是精英级别的坦克、战士潮灵装备																
“精英勇者饰品”（游戏装备）的说明	一件做工优良的饰品，是精英级别的坦克、战士潮灵装备																
“精英勇者帽子”（游戏装备）的说明	一件做工优良的帽子，是精英级别的坦克、战士潮灵装备																
“精英勇者衣服”（游戏装备）的说明	一件做工优良的衣服，是精英级别的坦克、战士潮灵装备																
“精英勇者鞋子”（游戏装备）的说明	一双做工优良的鞋子，是精英级别的坦克、战士潮灵装备																
“精英斥候武器”（游戏装备）的说明	一件做工优良的武器，是精英级别的刺客、射手潮灵装备																
“精英斥候手套”（游戏装备）的说明	一件做工优良的手套，是精英级别的刺客、射手潮灵装备																
“精英斥候饰品”（游戏装备）的说明	一件做工优良的饰品，是精英级别的刺客、射手潮灵装备																
“精英斥候帽子”（游戏装备）的说明	一件做工优良的帽子，是精英级别的刺客、射手潮灵装备																
“精英斥候衣服”（游戏装备）的说明	一件做工优良的衣服，是精英级别的刺客、射手潮灵装备																
“精英斥候鞋子”（游戏装备）的说明	一双做工优良的鞋子，是精英级别的刺客、射手潮灵装备																
“精英贵族武器”（游戏装备）的说明	一件做工优良的武器，是精英级别的法师、辅助潮灵装备																
“精英贵族手套”（游戏装备）的说明	一件做工优良的手套，是精英级别的法师、辅助潮灵装备																
“精英贵族饰品”（游戏装备）的说明	一件做工优良的饰品，是精英级别的法师、辅助潮灵装备																
“精英贵族帽子”（游戏装备）的说明	一件做工优良的帽子，是精英级别的法师、辅助潮灵装备																
“精英贵族衣服”（游戏装备）的说明	一件做工优良的衣服，是精英级别的法师、辅助潮灵装备																
“精英贵族鞋子”（游戏装备）的说明	一双做工优良的鞋子，是精英级别的法师、辅助潮灵装备																
“史诗勇者武器”（游戏装备）的说明	一件做工精湛的武器，是史诗级别的坦克、战士潮灵装备																
“史诗勇者手套”（游戏装备）的说明	一件做工精湛的手套，是史诗级别的坦克、战士潮灵装备																
“史诗勇者饰品”（游戏装备）的说明	一件做工精湛的饰品，是史诗级别的坦克、战士潮灵装备																
“史诗勇者帽子”（游戏装备）的说明	一件做工精湛的帽子，是史诗级别的坦克、战士潮灵装备																
“史诗勇者衣服”（游戏装备）的说明	一件做工精湛的衣服，是史诗级别的坦克、战士潮灵装备																
“史诗勇者鞋子”（游戏装备）的说明	一双做工精湛的鞋子，是史诗级别的坦克、战士潮灵装备																
